,a1,a2,b0,b1
125,0.9904914347443083,0.009427864807178188,2.6919229317412703e-117,-9.199057288992973e-117
126,0.9905308177499591,0.009388253675652769,8.748657537461533e-119,-2.7738911662262168e-117
127,0.9905600988641228,0.009359451333160093,3.2838431175717013e-119,-2.8077328625580777e-118
128,0.9906265814592428,0.009293902664854846,4.301009418244015e-119,-3.2606428148043665e-118
129,0.9907180890856507,0.009202539028216687,4.833565364110739e-121,-1.5090033270566473e-120
130,0.9907390693714833,0.009181236276282633,7.157964329936924e-123,-2.1206905523730795e-121
131,0.9907445869122772,0.009175982662478478,3.890348234967017e-123,-4.7036373828910113e-122
132,0.9907879205628027,0.009132496458818425,-4.911918167452561e-124,2.4903116250869612e-123
133,0.990834777437018,0.009086417156802222,2.2051121995507663e-125,2.1220601621266823e-124
134,0.9908887458613568,0.009032131913361935,2.2057849679626736e-126,-3.4458096038783024e-125
135,0.9909266377113183,0.008994882480962325,-1.3820724393788337e-127,-3.643072311394995e-127
136,0.9909359481172957,0.008985361379385676,6.355259542421694e-131,1.162404803342022e-127
137,0.9909404772890166,0.008981036275697178,1.4772721686297692e-129,2.614337527644433e-129
138,0.9909998422076643,0.008921541002378734,9.154162577849954e-132,-1.062921531086826e-129
139,0.9910314295652561,0.00889036175412229,-2.8255658237753144e-132,3.087969916389078e-132
140,0.9910420550569495,0.00887960937156847,-1.5466403403493138e-135,4.833926607633955e-132
141,0.9910729956571782,0.008849197820441012,-2.378917270882998e-135,7.306112425122016e-135
142,0.9911648114318093,0.008757399233306897,-9.272369702688476e-137,2.1380154527544463e-135
143,0.9912231632557545,0.008699608604429596,-3.044183982336847e-137,1.8906723753180762e-136
144,0.9912589957445717,0.008664103986349982,-2.8509838551317465e-137,1.5834434442616909e-136
145,0.9913023291137525,0.008620730840417808,-1.405488863344177e-138,4.448232500853091e-138
146,0.9913432685611611,0.008579832816275345,-5.166963412784076e-140,4.2081571914938164e-139
147,0.9913725555020875,0.008550722879136378,9.811247182915386e-141,-1.3184007752158104e-139
148,0.9913745243039306,0.008548761727541737,1.2212561939162909e-141,-2.1453482113321226e-141
149,0.9914065644690762,0.008516892063053574,-2.4849825169290477e-144,-1.054102792828354e-141
150,0.9914338717074078,0.00848971142495748,2.921822299597164e-144,1.4405715460423122e-144
151,0.9914392938885375,0.008484404410206994,3.6268238784014723e-147,4.2564599443346064e-144
152,0.9914507978747685,0.008473181325557863,-7.7095040169280415e-149,9.010325745327536e-147
153,0.9915320746103902,0.008391990628759836,-7.83027206945072e-148,1.395405617504873e-147
154,0.9915325789058946,0.008391546355403422,3.7803617909284163e-150,-4.960837569357209e-148
155,0.9915337773593217,0.00839039920184824,2.2120187313962815e-150,-1.597637965521734e-149
156,0.9915407404936372,0.008383378193593383,5.074021286843018e-151,-8.840031225441775e-150
157,0.9916493436092997,0.008275993267872608,4.2536831298678175e-153,-6.187866334331185e-152
158,0.9916494482328335,0.008275851878627,3.257650526399026e-154,-4.243431530346152e-152
159,0.9916725268661621,0.008253612168904707,-5.6914159405216806e-155,1.613267697015839e-154
160,0.9916849951216506,0.008241853547008104,-3.960095726601223e-157,-7.280694013133819e-155
161,,,,
162,,,,
163,,,,
